index,source,asset_id,metadata_json,sprite_name,output,width,height,block,channels,alpha,pixel_transform,rotated_metadata,rect,original_size,sha256_png
109,release/remote/plant/native/2a/2a664592-85ba-4cca-9fde-149a40577315.c5550.astc,2a664592-85ba-4cca-9fde-149a40577315,release/remote/plant/import/2a/2a664592-85ba-4cca-9fde-149a40577315%40f9941.2b762.json,Crop_132_Seed,0109_Crop_132_Seed__2a664592-85ba-4cca-9fde-149a40577315.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 14, 'y': 13, 'width': 74, 'height': 76}","{'width': 100, 'height': 100}",567f64bbe68368a4b9a3fa0a7cbb28168333a39d4705cd75279e4ab0d22772f1
110,release/remote/plant/native/20/20946d87-9439-47d3-96d5-3cc651d2cb4b.3fb87.astc,20946d87-9439-47d3-96d5-3cc651d2cb4b,release/remote/plant/import/20/20946d87-9439-47d3-96d5-3cc651d2cb4b%40f9941.8f0d1.json,Crop_257_Seed,0110_Crop_257_Seed__20946d87-9439-47d3-96d5-3cc651d2cb4b.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",67be9f6c2e85fcb0f928c7a2e9ea73008e941e3dbece7c03d186eea641b0412e
111,release/remote/plant/native/1d/1d7a9f38-df8e-40be-9a54-404fc3080446.a7e94.astc,1d7a9f38-df8e-40be-9a54-404fc3080446,release/remote/plant/import/1d/1d7a9f38-df8e-40be-9a54-404fc3080446%40f9941.d7061.json,Crop_185_Seed,0111_Crop_185_Seed__1d7a9f38-df8e-40be-9a54-404fc3080446.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",dbfba4287f9c4d8666f69cec576c19674fb594e7965836aaceb44494a505c60d
112,release/remote/plant/native/1a/1a42cdff-1915-4aa0-aec1-139844b7101a.499a4.astc,1a42cdff-1915-4aa0-aec1-139844b7101a,release/remote/plant/import/1a/1a42cdff-1915-4aa0-aec1-139844b7101a%40f9941.4c0b6.json,Crop_267_Seed,0112_Crop_267_Seed__1a42cdff-1915-4aa0-aec1-139844b7101a.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",645b6cb9a96db1aee9eec44146cb6a01531ac727eabb5ee8de8dc4fe6045b3d1
113,release/remote/plant/native/18/18bc64ca-a495-42a2-91a0-70dc5c01072f.155f2.astc,18bc64ca-a495-42a2-91a0-70dc5c01072f,release/remote/plant/import/18/18bc64ca-a495-42a2-91a0-70dc5c01072f%40f9941.a5f9b.json,Crop_264_Seed,0113_Crop_264_Seed__18bc64ca-a495-42a2-91a0-70dc5c01072f.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 4, 'y': 4, 'width': 92, 'height': 92}","{'width': 100, 'height': 100}",311a1d9cdeaa369235980670be61116ad6c4086bb8c8e053caf405000f566350
114,release/remote/plant/native/16/1620be8c-9e8f-4476-a016-4d00ffd8b23c.f8f0b.astc,1620be8c-9e8f-4476-a016-4d00ffd8b23c,release/remote/plant/import/16/1620be8c-9e8f-4476-a016-4d00ffd8b23c%40f9941.43ee7.json,Crop_46_Seed,0114_Crop_46_Seed__1620be8c-9e8f-4476-a016-4d00ffd8b23c.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",a58f02772ad52909ad62a1b696debc28dbdc7ca37069c13147bc4837710321a6
115,release/remote/plant/native/13/136fcac2-4368-418e-ae23-3071325bdeda.12685.astc,136fcac2-4368-418e-ae23-3071325bdeda,release/remote/plant/import/13/136fcac2-4368-418e-ae23-3071325bdeda%40f9941.c0294.json,Crop_6109_Seed,0115_Crop_6109_Seed__136fcac2-4368-418e-ae23-3071325bdeda.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",8e08783f3b8364a9cd5b4a9ed7f3e1a6301e701e76c361e7da7ffb637305acfa
116,release/remote/plant/native/10/104a17da-d00f-4b22-8923-3f586b59f526.bb578.astc,104a17da-d00f-4b22-8923-3f586b59f526,release/remote/plant/import/10/104a17da-d00f-4b22-8923-3f586b59f526%40f9941.63bd4.json,Crop_121_Seed,0116_Crop_121_Seed__104a17da-d00f-4b22-8923-3f586b59f526.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 1, 'y': 1, 'width': 97, 'height': 97}","{'width': 100, 'height': 100}",473135697187e218aaa49bf8b2ca5aeae1a46a17fb5d9d13a7deb5a6c291560a
117,release/remote/plant/native/10/1002a2cc-fe2e-401f-b1e3-2ceb061fdb00.84f6c.astc,1002a2cc-fe2e-401f-b1e3-2ceb061fdb00,release/remote/plant/import/10/1002a2cc-fe2e-401f-b1e3-2ceb061fdb00%40f9941.d0041.json,Crop_172_Seed,0117_Crop_172_Seed__1002a2cc-fe2e-401f-b1e3-2ceb061fdb00.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 13, 'y': 15, 'width': 79, 'height': 73}","{'width': 100, 'height': 100}",25a27389f7ed8612445324ecee68fe75744c485ebc71cac925465b082a20e412
118,release/remote/plant/native/0c/0c552948-5a97-4f97-b21b-455293f2c4fc.80a5b.astc,0c552948-5a97-4f97-b21b-455293f2c4fc,release/remote/plant/import/0c/0c552948-5a97-4f97-b21b-455293f2c4fc%40f9941.6fe87.json,Crop_1050_Seed,0118_Crop_1050_Seed__0c552948-5a97-4f97-b21b-455293f2c4fc.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 1, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",053b71c80a2c35a8fccb33cc6bb1a74f5fb428bbd4eb7e75710fe34e29978c78
119,release/remote/plant/native/07/0726c11e-dc4e-4b6e-8a6c-1933a9fe377b.cda0b.astc,0726c11e-dc4e-4b6e-8a6c-1933a9fe377b,release/remote/plant/import/07/0726c11e-dc4e-4b6e-8a6c-1933a9fe377b%40f9941.e54ba.json,Crop_261_Seed,0119_Crop_261_Seed__0726c11e-dc4e-4b6e-8a6c-1933a9fe377b.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",c85e6e27065df3c819a6aa4c993e25d985429ca1dc047afe2c57c824cd146553
120,release/remote/petdog/native/55/550b0ca0-8a1e-41b0-9642-95adbed036e6.0dc55.astc,550b0ca0-8a1e-41b0-9642-95adbed036e6,release/remote/petdog/import/55/550b0ca0-8a1e-41b0-9642-95adbed036e6.19fac.json,,0120_asset__550b0ca0-8a1e-41b0-9642-95adbed036e6.png,1024,1024,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,fd6004f04436c83e4a16d62a12334c938bfc6842cd9a829ec1ea18bbf8e0fdf5
121,release/remote/petdog/native/24/24a5a8e9-4cfd-428e-bdac-19114b175ace.3b468.astc,24a5a8e9-4cfd-428e-bdac-19114b175ace,release/remote/petdog/import/24/24a5a8e9-4cfd-428e-bdac-19114b175ace.19fac.json,,0121_asset__24a5a8e9-4cfd-428e-bdac-19114b175ace.png,1024,1024,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,edc1384f978c191dba8589b76df61d0618d45fdc493c5ca5c303ae385d48ad2b
122,release/remote/extraRes/native/ff/ff3c1c6f-3de4-4ed9-ae71-859d0cd73e53.8c006.astc,ff3c1c6f-3de4-4ed9-ae71-859d0cd73e53,release/remote/extraRes/import/ff/ff3c1c6f-3de4-4ed9-ae71-859d0cd73e53%40f9941.e79a7.json,icon_diamond,0122_icon_diamond__ff3c1c6f-3de4-4ed9-ae71-859d0cd73e53.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 9, 'y': 14, 'width': 82, 'height': 72}","{'width': 100, 'height': 100}",b555ddc07551c6bd503c6be213657050811509e2f0c320e81189229a628810fe
123,release/remote/extraRes/native/fe/fe70f1d5-94f9-4a2c-b56b-f5f078119356.3f8d9.astc,fe70f1d5-94f9-4a2c-b56b-f5f078119356,release/remote/extraRes/import/fe/fe70f1d5-94f9-4a2c-b56b-f5f078119356.19fac.json,,0123_asset__fe70f1d5-94f9-4a2c-b56b-f5f078119356.png,275,180,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,4a753be06ad0f30570b2405eb860fd354630179750e129b8a91ba4bbd5656c62
124,release/remote/extraRes/native/fc/fcf54112-9488-4a6c-afc1-40667e1d1b82.ae81e.astc,fcf54112-9488-4a6c-afc1-40667e1d1b82,release/remote/extraRes/import/fc/fcf54112-9488-4a6c-afc1-40667e1d1b82%40f9941.b2791.json,icon_skin_house_4,0124_icon_skin_house_4__fcf54112-9488-4a6c-afc1-40667e1d1b82.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 4, 'y': 12, 'width': 93, 'height': 79}","{'width': 100, 'height': 100}",5df35bfe7fbe6b202ade6b866b45c81d33d0e8985b47dbcedabb4d60843e4620
125,release/remote/extraRes/native/fc/fcb96ba1-1344-467c-ab8f-fb68e96418e1.c0685.astc,fcb96ba1-1344-467c-ab8f-fb68e96418e1,release/remote/extraRes/import/fc/fcb96ba1-1344-467c-ab8f-fb68e96418e1%40f9941.e049a.json,icon_nameplate_S2_1,0125_icon_nameplate_S2_1__fcb96ba1-1344-467c-ab8f-fb68e96418e1.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 2, 'y': 13, 'width': 96, 'height': 71}","{'width': 100, 'height': 100}",958f7d6708ce8a1979059402a3ac518cd20cc8709be70162c7bb017da67e634b
126,release/remote/extraRes/native/fc/fc71c401-e847-4609-81b2-cac1c7df92d4.79b13.astc,fc71c401-e847-4609-81b2-cac1c7df92d4,release/remote/extraRes/import/fc/fc71c401-e847-4609-81b2-cac1c7df92d4.19fac.json,,0126_asset__fc71c401-e847-4609-81b2-cac1c7df92d4.png,31,35,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,091cd9ec47bc7bc7b81ba0b2ccb2aadf61f20f8e1a566abd417200af6c983eae
127,release/remote/extraRes/native/fa/fa8f178b-29f0-4a03-80c1-70ddc1017842.c7afc.astc,fa8f178b-29f0-4a03-80c1-70ddc1017842,release/remote/extraRes/import/fa/fa8f178b-29f0-4a03-80c1-70ddc1017842.19fac.json,,0127_asset__fa8f178b-29f0-4a03-80c1-70ddc1017842.png,518,4,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,018c6d33bdcc3a6afd98be49f802f2351a1cf158ed785a38859cd33ab0d2183f
128,release/remote/extraRes/native/f8/f874dcdb-fbc2-43cb-9fea-1687ff5a23c7.af305.astc,f874dcdb-fbc2-43cb-9fea-1687ff5a23c7,release/remote/extraRes/import/f8/f874dcdb-fbc2-43cb-9fea-1687ff5a23c7%40f9941.aeb9d.json,icon_skin_barrier_1,0128_icon_skin_barrier_1__f874dcdb-fbc2-43cb-9fea-1687ff5a23c7.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 14, 'width': 99, 'height': 75}","{'width': 100, 'height': 100}",e3957b39b491896a4581fec67f82c8c84cffc7d4ee06312faf2fb5292a832a17
129,release/remote/extraRes/native/f8/f861572f-bbf0-42ad-bbee-c771a0ba6a54.88b17.astc,f861572f-bbf0-42ad-bbee-c771a0ba6a54,release/remote/extraRes/import/f8/f861572f-bbf0-42ad-bbee-c771a0ba6a54.19fac.json,,0129_asset__f861572f-bbf0-42ad-bbee-c771a0ba6a54.png,647,328,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,54d5a167c2fe09e8f348f970f26d0a06f73c968c0f793c6d7a1f63cfeb56c168
130,release/remote/extraRes/native/f7/f7c10fde-aaf3-429e-952a-43e7f63f0e73.442c9.astc,f7c10fde-aaf3-429e-952a-43e7f63f0e73,release/remote/extraRes/import/f7/f7c10fde-aaf3-429e-952a-43e7f63f0e73.19fac.json,,0130_asset__f7c10fde-aaf3-429e-952a-43e7f63f0e73.png,116,94,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,860d8ae2789566e744ae14073f068686731c0588e62e1a80c327cefc1e1f2996
131,release/remote/extraRes/native/f6/f69ddca3-fa7c-4bf1-bbb3-690355694552.06995.astc,f69ddca3-fa7c-4bf1-bbb3-690355694552,release/remote/extraRes/import/f6/f69ddca3-fa7c-4bf1-bbb3-690355694552%40f9941.84332.json,icon_skin_barrier_4,0131_icon_skin_barrier_4__f69ddca3-fa7c-4bf1-bbb3-690355694552.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 6, 'y': 9, 'width': 82, 'height': 82}","{'width': 100, 'height': 100}",f70401479ece96a4eaf02becab18656fca4041a50f71e2f47a383ee1bfa9659e
132,release/remote/extraRes/native/f6/f60f4a68-3757-4e49-8b9e-4686350df81d.6dea9.astc,f60f4a68-3757-4e49-8b9e-4686350df81d,release/remote/extraRes/import/f6/f60f4a68-3757-4e49-8b9e-4686350df81d.19fac.json,,0132_asset__f60f4a68-3757-4e49-8b9e-4686350df81d.png,122,122,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,49a97850c6411955c7e9cf4c830e99f4f583a01209be6e75161fe334440d9f2d
133,release/remote/extraRes/native/f6/f6026804-6483-4879-a6c1-134d2334704a.fe19e.astc,f6026804-6483-4879-a6c1-134d2334704a,release/remote/extraRes/import/f6/f6026804-6483-4879-a6c1-134d2334704a%40f9941.37737.json,icon_skin_road_8,0133_icon_skin_road_8__f6026804-6483-4879-a6c1-134d2334704a.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 1, 'y': 20, 'width': 98, 'height': 61}","{'width': 100, 'height': 100}",cab54b0385085d7608e5b8668a1d993e4bf02be4e3c37df83c02d3ecf0140869
134,release/remote/extraRes/native/f5/f5bde290-de64-4e6f-974f-81997d3386e0.7531f.astc,f5bde290-de64-4e6f-974f-81997d3386e0,release/remote/extraRes/import/f5/f5bde290-de64-4e6f-974f-81997d3386e0%40f9941.82d95.json,land_valid_selected,0134_land_valid_selected__f5bde290-de64-4e6f-974f-81997d3386e0.png,150,89,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 150, 'height': 89}","{'width': 150, 'height': 89}",2216f6eabbad9186615b0ce636ed03a9072c5cb366e7463cb46fa378c982c1eb
135,release/remote/extraRes/native/f4/f4a3b630-0b0c-4dbd-988d-176650236326.6c6e2.astc,f4a3b630-0b0c-4dbd-988d-176650236326,release/remote/extraRes/import/f4/f4a3b630-0b0c-4dbd-988d-176650236326%40f9941.427e3.json,img_skin_item_rarity3,0135_img_skin_item_rarity3__f4a3b630-0b0c-4dbd-988d-176650236326.png,136,138,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 136, 'height': 138}","{'width': 136, 'height': 138}",ce559964a253c5581938d0c068f16138f36e31aa608e704e8a81c2d85d1d9166
136,release/remote/extraRes/native/f3/f37b777e-be97-44e6-a129-414a11e260df.09bab.astc,f37b777e-be97-44e6-a129-414a11e260df,release/remote/extraRes/import/f3/f37b777e-be97-44e6-a129-414a11e260df.19fac.json,,0136_asset__f37b777e-be97-44e6-a129-414a11e260df.png,512,512,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,c7cab347a01def0d0b08fdfaf8e935c53063728c39530b1bd4f433570d542652
137,release/remote/extraRes/native/f2/f20a9505-3a66-4fa6-90e7-ec501ee37ba4.86a97.astc,f20a9505-3a66-4fa6-90e7-ec501ee37ba4,release/remote/extraRes/import/f2/f20a9505-3a66-4fa6-90e7-ec501ee37ba4%40f9941.a2852.json,icon_skin_warehouse_3,0137_icon_skin_warehouse_3__f20a9505-3a66-4fa6-90e7-ec501ee37ba4.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 16, 'width': 99, 'height': 70}","{'width': 100, 'height': 100}",86cbe3001c2dbb5061e489918e0dab5673052b169c7a61430e917e64c83cd5a1
138,release/remote/extraRes/native/f1/f1910312-df8c-41ee-a412-7c208eff3045.4ef9f.astc,f1910312-df8c-41ee-a412-7c208eff3045,release/remote/extraRes/import/f1/f1910312-df8c-41ee-a412-7c208eff3045%40f9941.c8af3.json,img_dog_skill2,0138_img_dog_skill2__f1910312-df8c-41ee-a412-7c208eff3045.png,60,62,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 60, 'height': 62}","{'width': 60, 'height': 62}",7a68256da89d5e554c1130ca1787ab79a6bc20c97649076d403f43f6d4af7926
139,release/remote/extraRes/native/f0/f080da8e-93f4-4d1e-8a2a-6493a8656e9e.d0d4c.astc,f080da8e-93f4-4d1e-8a2a-6493a8656e9e,release/remote/extraRes/import/f0/f080da8e-93f4-4d1e-8a2a-6493a8656e9e%40f9941.10f55.json,img_nameplate_S2_1_1,0139_img_nameplate_S2_1_1__f080da8e-93f4-4d1e-8a2a-6493a8656e9e.png,606,132,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 606, 'height': 132}","{'width': 606, 'height': 132}",f9b4be01131255648ca593c2c6011f2e69dd4b1054d21af91234d13a1dbde046
140,release/remote/extraRes/native/f0/f01a0d29-fe7c-49aa-b473-bf4cc9928a7f.e6fc3.astc,f01a0d29-fe7c-49aa-b473-bf4cc9928a7f,release/remote/extraRes/import/f0/f01a0d29-fe7c-49aa-b473-bf4cc9928a7f.19fac.json,,0140_asset__f01a0d29-fe7c-49aa-b473-bf4cc9928a7f.png,178,67,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,55d5c61fbf01e8a569461ee1ab39db48788f2d27244d385bdfafc6f62b50949b
141,release/remote/extraRes/native/ef/ef6d9a69-f4d7-4b96-ac68-236a6e2f0015.7859f.astc,ef6d9a69-f4d7-4b96-ac68-236a6e2f0015,release/remote/extraRes/import/ef/ef6d9a69-f4d7-4b96-ac68-236a6e2f0015.19fac.json,,0141_asset__ef6d9a69-f4d7-4b96-ac68-236a6e2f0015.png,61,62,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,808471ed8b9d2bc192ad27b4cf2437e7bf507641459fed49a7d8ec738b548307
142,release/remote/extraRes/native/ef/ef390d1f-fba2-4cfb-ae6d-4602e5a71fcf.564c7.astc,ef390d1f-fba2-4cfb-ae6d-4602e5a71fcf,release/remote/extraRes/import/ef/ef390d1f-fba2-4cfb-ae6d-4602e5a71fcf.19fac.json,,0142_asset__ef390d1f-fba2-4cfb-ae6d-4602e5a71fcf.png,60,454,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,864aa1186b91c2f1e96eb77b3f7251c6233b6605c2bf3a8bdaf1826cf3cf6d7a
143,release/remote/extraRes/native/ef/ef08650a-6f8e-4edb-b83e-fb845dfd8601.6afa9.astc,ef08650a-6f8e-4edb-b83e-fb845dfd8601,release/remote/extraRes/import/ef/ef08650a-6f8e-4edb-b83e-fb845dfd8601%40f9941.92778.json,icon_skin_board_6,0143_icon_skin_board_6__ef08650a-6f8e-4edb-b83e-fb845dfd8601.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 12, 'y': 7, 'width': 78, 'height': 86}","{'width': 100, 'height': 100}",dfde12c465972d3bd4a092260c12be482254c825c650462214fc4eccd50b0519
144,release/remote/extraRes/native/ee/ee44f597-11e1-47a6-886e-0d4c872fa81c.b69a6.astc,ee44f597-11e1-47a6-886e-0d4c872fa81c,release/remote/extraRes/import/ee/ee44f597-11e1-47a6-886e-0d4c872fa81c.19fac.json,,0144_asset__ee44f597-11e1-47a6-886e-0d4c872fa81c.png,312,75,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,6bfcb9fc94a4ed7b851597acaefd6742e465934d68b52ea2f2867761e1ce695d
145,release/remote/extraRes/native/ed/ed9d0b65-318c-48a0-9464-d49123e70612.d086d.astc,ed9d0b65-318c-48a0-9464-d49123e70612,release/remote/extraRes/import/ed/ed9d0b65-318c-48a0-9464-d49123e70612.19fac.json,,0145_asset__ed9d0b65-318c-48a0-9464-d49123e70612.png,56,16,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,869403407e526f3ccd4c37279bac8e49506eb502eddbf4d1c810804aee214bb0
146,release/remote/extraRes/native/ec/ec8e4ace-eade-4d8e-b40c-a9ffa9820a2f.05288.astc,ec8e4ace-eade-4d8e-b40c-a9ffa9820a2f,release/remote/extraRes/import/ec/ec8e4ace-eade-4d8e-b40c-a9ffa9820a2f%40f9941.e257e.json,dogFood1,0146_dogFood1__ec8e4ace-eade-4d8e-b40c-a9ffa9820a2f.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 9, 'y': 12, 'width': 75, 'height': 79}","{'width': 100, 'height': 100}",fea6ef590d96116f4363c14b578ab24ea8edbb64f25766232f14f5c8a85c49b3
147,release/remote/extraRes/native/e8/e891869a-cc8c-4f80-baae-bb813d483967.cb59f.astc,e891869a-cc8c-4f80-baae-bb813d483967,release/remote/extraRes/import/e8/e891869a-cc8c-4f80-baae-bb813d483967%40f9941.2e9a5.json,fx_shine_02,0147_fx_shine_02__e891869a-cc8c-4f80-baae-bb813d483967.png,256,256,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 22, 'y': 23, 'width': 204, 'height': 215}","{'width': 256, 'height': 256}",a7bf35a582abc5c3b3a065260c6e1054dac9726016d0389a2169c8b3b1ae75cf
148,release/remote/extraRes/native/e8/e86b2ca9-1b3f-4aa1-a9fb-b0647323b2da.8ff16.astc,e86b2ca9-1b3f-4aa1-a9fb-b0647323b2da,release/remote/extraRes/import/e8/e86b2ca9-1b3f-4aa1-a9fb-b0647323b2da.19fac.json,,0148_asset__e86b2ca9-1b3f-4aa1-a9fb-b0647323b2da.png,29,33,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,1c288fc590e8da25c118f87230096f55103b84ddbfa8321ad288f3d969bf5c84
149,release/remote/extraRes/native/e8/e86552c0-c0af-4a4a-ae54-0c61ebb869c4.43d92.astc,e86552c0-c0af-4a4a-ae54-0c61ebb869c4,release/remote/extraRes/import/e8/e86552c0-c0af-4a4a-ae54-0c61ebb869c4.19fac.json,,0149_asset__e86552c0-c0af-4a4a-ae54-0c61ebb869c4.png,136,138,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,e63607ee6598609dc9a7cf61adf9b2a1153cc977d2e64ab3d716bd1f1a3e20b7
150,release/remote/extraRes/native/e6/e681d068-1c66-489f-83e1-61e8f9f1cdab.62404.astc,e681d068-1c66-489f-83e1-61e8f9f1cdab,release/remote/extraRes/import/e6/e681d068-1c66-489f-83e1-61e8f9f1cdab.19fac.json,,0150_asset__e681d068-1c66-489f-83e1-61e8f9f1cdab.png,128,128,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,f15b722330518b960cd23932aacf884069f162dcc13d2e2787b3ce9fa8c84703
151,release/remote/extraRes/native/e6/e650306b-db52-4f18-97e2-878efee480a5.a4507.astc,e650306b-db52-4f18-97e2-878efee480a5,release/remote/extraRes/import/e6/e650306b-db52-4f18-97e2-878efee480a5%40f9941.92e66.json,icon_skin_road,0151_icon_skin_road__e650306b-db52-4f18-97e2-878efee480a5.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 19, 'width': 99, 'height': 63}","{'width': 100, 'height': 100}",e39e5db2849afd06daa516192a18496f0c84cdbe32c9b8716cfa2b28f6b06d6b
152,release/remote/extraRes/native/e5/e585ff75-4a65-4cd6-87f1-5f7ea6831362.a55c4.astc,e585ff75-4a65-4cd6-87f1-5f7ea6831362,release/remote/extraRes/import/e5/e585ff75-4a65-4cd6-87f1-5f7ea6831362.19fac.json,,0152_asset__e585ff75-4a65-4cd6-87f1-5f7ea6831362.png,11,6,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,c2c4bd8eb9ba01808fe482a42e32f137be4f5b49e87b4366fbc437d6b968f3a8
153,release/remote/extraRes/native/e3/e3fc792d-1688-4359-a5bf-8b7f49ca0d5d.857f5.astc,e3fc792d-1688-4359-a5bf-8b7f49ca0d5d,release/remote/extraRes/import/e3/e3fc792d-1688-4359-a5bf-8b7f49ca0d5d.19fac.json,,0153_asset__e3fc792d-1688-4359-a5bf-8b7f49ca0d5d.png,20,19,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,d55e6d5b923d0fc195b3424d4d7b1aac66f0ec2490dcb10721e2b8cee41ab08b
154,release/remote/extraRes/native/e3/e3c7cb30-5d00-4201-baf9-4ad5f40ee9e5.69d36.astc,e3c7cb30-5d00-4201-baf9-4ad5f40ee9e5,release/remote/extraRes/import/e3/e3c7cb30-5d00-4201-baf9-4ad5f40ee9e5.19fac.json,,0154_asset__e3c7cb30-5d00-4201-baf9-4ad5f40ee9e5.png,540,273,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,3415fbb468cc8c1eef6f6676aed3a4456ed188b54a79862ae0c70e5ae60c436f
155,release/remote/extraRes/native/e3/e39311f2-16aa-4bc8-a789-1c7c9887f148.29444.astc,e39311f2-16aa-4bc8-a789-1c7c9887f148,release/remote/extraRes/import/e3/e39311f2-16aa-4bc8-a789-1c7c9887f148.19fac.json,,0155_asset__e39311f2-16aa-4bc8-a789-1c7c9887f148.png,350,70,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,51912b5b0b99bc8d4144587b0947f1186bad4f7beb945514cc8a80d1e35d29c4
156,release/remote/extraRes/native/e3/e35dcce9-a9c8-41e9-b1f1-74553c1d7fbc.5b780.astc,e35dcce9-a9c8-41e9-b1f1-74553c1d7fbc,release/remote/extraRes/import/e3/e35dcce9-a9c8-41e9-b1f1-74553c1d7fbc%40f9941.f9ae0.json,icon_skin_fence_4,0156_icon_skin_fence_4__e35dcce9-a9c8-41e9-b1f1-74553c1d7fbc.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 9, 'y': 11, 'width': 83, 'height': 78}","{'width': 100, 'height': 100}",24452762a7e2207b5897b2756187c1e665e269bb3db098601046a1f4aa8d6f5d
157,release/remote/extraRes/native/e1/e1aac138-8977-4181-ad75-fdd82f7a15cb.41643.astc,e1aac138-8977-4181-ad75-fdd82f7a15cb,release/remote/extraRes/import/e1/e1aac138-8977-4181-ad75-fdd82f7a15cb.19fac.json,,0157_asset__e1aac138-8977-4181-ad75-fdd82f7a15cb.png,140,146,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,,,,903bbe817c38f5d5048c95cea5572ac1ebcf901ecb0e34139d1b99272884dbb1
